campaign_id,campaign_name,Campaign_Type,Company,Role,Location,City_Size,platform,Is_Facebook,Is_LinkedIn,Is_Snapchat,Is_TikTok,total_impressions,total_clicks,total_spend,campaign_days,ctr_percent,CTR_Category,cpc_sek,CPC_Category,Daily_Spend,Clicks_Per_Day,Cost_Efficiency
120204324431110606,Lindex - Säljare till Lindex - Gällivare - Boost - Website ID: (3292475) - MOA,Recruitment,Lindex,Säljare,Unknown,Unknown,facebook,1,0,0,0,62866,1210,2670.0,15,1.9247287882162056,Low,2.2066115702479334,Low,178.0,80.66666666666667,45.31835205992509
120211240267210289,Atlas Copco Industrial Technique - Global Category Manager - Indirect Material and Services - Stockholm - Boost - Position ID: (55409) - LINNEA,Product/Service,Atlas Copco Industrial Technique,Chef,Stockholm,Stor stad,facebook,1,0,0,0,46384,1001,2670.0,15,2.1580717488789234,Medium,2.6673326673326674,Low,178.0,66.73333333333333,37.49063670411985
120200579321940289,Atlas Copco Industrial - Product Manager Customer Center Nordics - Stockholm - Boost - Position ID: (49246) - MOA,Product/Service,Atlas Copco Industrial,Chef,Stockholm,Stor stad,facebook,1,0,0,0,25880,915,2670.0,15,3.535548686244204,High,2.918032786885246,Low,178.0,61.0,34.26966292134831
120202985656590289,Atlas Copco Industrial - Executive Assistant - Stockholm - Boost - Position ID: (50074) - MOA,Other,Atlas Copco Industrial,,Stockholm,Stor stad,facebook,1,0,0,0,53971,1570,2670.0,15,2.9089696318393212,Medium,1.7006369426751593,Very Low,178.0,104.66666666666667,58.80149812734082
23862005977180288,"Atlas Copco Industrial - Supplier Quality Engineer (SQE) - Nacka, Stockholm - Boost - Position ID: (48609) - LINNEA",Other,Atlas Copco Industrial,Ingenjör,Stockholm,Stor stad,facebook,1,0,0,0,33653,398,2670.0,13,1.182658306837429,Low,6.708542713567839,Medium,205.3846153846154,30.615384615384617,14.906367041198502
120205369206520289,Atlas Copco Industrial - Project Manager / Team Manager - Stockholm - Boost - Position ID: (51625) - AGNES,Other,Atlas Copco Industrial,Chef,Stockholm,Stor stad,facebook,1,0,0,0,45325,1808,2670.0,15,3.988968560397132,High,1.4767699115044248,Very Low,178.0,120.53333333333333,67.71535580524345
120200402569500278,"ISG Nordic - Teknisk Projektledare, säkerhet - Stockholmsregionen/Mellersta Sverige - Boost - Position ID: (48492) - LINNEA",Other,ISG Nordic,Tekniker,Stockholm,Stor stad,facebook,1,0,0,0,31542,659,2670.0,10,2.0892777883456977,Medium,4.051593323216995,Low,267.0,65.9,24.681647940074907
120200900600410459,Stockholms Sjukhem - Specialistsjuksköterska till geriatrik Bromma - Bromma - Standard Boost - Position ID: (48933) - AGNES,Recruitment,Stockholms Sjukhem,Sjuksköterska,Stockholm,Stor stad,facebook,1,0,0,0,37350,1388,2670.0,15,3.71619812583668,High,1.9236311239193085,Very Low,178.0,92.53333333333333,51.98501872659176
120208793352200606,Lindex - Säljare till Lindex - Kiruna - Boost - Website ID: (3343393) - AGNES,Recruitment,Lindex,Säljare,Unknown,Unknown,facebook,1,0,0,0,52605,910,2670.0,15,1.7298735861610113,Low,2.934065934065934,Low,178.0,60.666666666666664,34.08239700374532
321067373,Humlegården - Junior bolagsekonom/ Ekonomiassistent till Humlegården Fastigheter - Stockholm - LinkedIn Boost - Postion ID: (54421) - EDVIN,Other,Humlegården,Controller,Stockholm,Stor stad,linkedin,0,1,0,0,1043,34,2670.0,15,3.2598274209012463,High,78.52941176470588,Very High,178.0,2.2666666666666666,1.2734082397003745
120206228370940459,Stockholms Sjukhem - Nattsjuksköterska till geriatriken Kungsholmen - Kungsholmen - Standard Boost - Position ID: (1415) - SIMON,Recruitment,Stockholms Sjukhem,Sjuksköterska,Stockholm,Stor stad,facebook,1,0,0,0,56963,1345,2670.0,15,2.3611818197777503,Medium,1.9851301115241635,Very Low,178.0,89.66666666666667,50.37453183520599
