campaign_id,campaign_name,Campaign_Type,Company,Role,Location,City_Size,platform,Is_Facebook,Is_LinkedIn,Is_Snapchat,Is_TikTok,total_impressions,total_clicks,total_spend,campaign_days,ctr_percent,CTR_Category,cpc_sek,CPC_Category,Daily_Spend,Clicks_Per_Day,Cost_Efficiency
120202163476010026,Carglass - Bilglastekniker till Carglass® Kalmar - Kalmar - Boost Auto - Position ID: (49482) - AGNES,Recruitment,Carglass,Tekniker,Kalmar,Liten stad,facebook,1,0,0,0,68999,944,3560.0224,14,1.3681357700836243,Low,3.7712101694915257,Low,254.28731428571427,67.42857142857143,26.51668708601384
120206810879090026,Carglass - Bilglastekniker till Carglass® Norrköping - Norrköping - Boost Auto - Position ID (51745) - MOA,Recruitment,Carglass,Tekniker,Norrköping,Mellanstor stad,facebook,1,0,0,0,56445,809,3560.0,15,1.4332536097085657,Low,4.400494437577256,Low,237.33333333333334,53.93333333333333,22.724719101123593
23858786714530025,Carglass - Bilglastekniker till Carglass® Malmö - Malmö - Boost Auto - Position ID: (47343) - MOA,Recruitment,Carglass,Tekniker,Malmö,Stor stad,facebook,1,0,0,0,90665,1202,3560.0,15,1.3257596646997187,Low,2.961730449251248,Low,237.33333333333334,80.13333333333334,33.764044943820224
120204657715400026,Carglass - Bilglastekniker till Carglass® Täby - Täby - Boost Auto - Position ID: (50346) - LINNEA,Recruitment,Carglass,Tekniker,Täby,Liten stad,facebook,1,0,0,0,53574,625,3560.0,15,1.1666106693545375,Low,5.696,Medium,237.33333333333334,41.666666666666664,17.5561797752809
120200983519130026,Carglass - Bilglastekniker till Carglass® Helsingborg - Helsingborg - Boost Auto - Position ID: (48597) - SIMON,Recruitment,Carglass,Tekniker,Helsingborg,Mellanstor stad,facebook,1,0,0,0,50721,735,3560.0,15,1.4491039214526529,Low,4.843537414965986,Low,237.33333333333334,49.0,20.646067415730336
120206853245310026,Carglass - Bilglastekniker till Carglass® Stockholm City - Stockholm - Boost Auto - Position ID (51750) - SIMON,Recruitment,Carglass,Tekniker,Stockholm,Stor stad,facebook,1,0,0,0,38073,481,3560.0,15,1.2633624878522836,Low,7.401247401247401,Medium,237.33333333333334,32.06666666666667,13.511235955056181
120201027856600026,Carglass - Bilglastekniker till Carglass® Hässleholm - Hässleholm - Boost Auto - Position ID: (48614) - AGNES,Recruitment,Carglass,Tekniker,Unknown,Unknown,facebook,1,0,0,0,63241,924,3560.0,15,1.4610774655682233,Low,3.8528138528138527,Low,237.33333333333334,61.6,25.955056179775283
23858713817470025,Carglass - Bilglastekniker till Carglass® Hässleholm - Hässleholm - Boost Auto - Position ID: (47277) - SIMON,Recruitment,Carglass,Tekniker,Unknown,Unknown,facebook,1,0,0,0,75389,1004,3560.0,15,1.3317592752258287,Low,3.5458167330677286,Low,237.33333333333334,66.93333333333334,28.20224719101124
23858703703500025,Carglass - Bilglastekniker till Carglass® till södra Stockholm - Stockholm - Boost Auto - Position ID: (47249) - AGNES,Recruitment,Carglass,Tekniker,Stockholm,Stor stad,facebook,1,0,0,0,71004,1093,3560.0,15,1.5393498957805194,Low,3.2570905763952425,Low,237.33333333333334,72.86666666666666,30.702247191011235
120210072275430026,Carglass - Bilglastekniker till Carglass® Kalmar - Kalmar - Boost Auto - Position ID (53569) - AGNES,Recruitment,Carglass,Tekniker,Kalmar,Liten stad,facebook,1,0,0,0,52718,684,3560.0,15,1.2974695549907052,Low,5.204678362573099,Medium,237.33333333333334,45.6,19.213483146067414
23859388844870025,Carglass - Bilglastekniker till Carglass® Karlskrona - Karlskrona - Boost Auto - Position ID: (47620) - SIMON,Recruitment,Carglass,Tekniker,Unknown,Unknown,facebook,1,0,0,0,68796,861,3560.0,15,1.2515262515262515,Low,4.13472706155633,Low,237.33333333333334,57.4,24.185393258426966
120206903495360026,Carglass - Bilglastekniker till Carglass® Halmstad - Halmstad - Boost Auto - Position ID (51792) - MOA,Recruitment,Carglass,Tekniker,Unknown,Unknown,facebook,1,0,0,0,57206,647,3560.0,15,1.1310002447295737,Low,5.502318392581144,Medium,237.33333333333334,43.13333333333333,18.174157303370787
120211334046860026,Carglass - Bilglastekniker till Carglass® Helsingborg - Helsingborg - Boost - Position ID (54662) - LEAH,Recruitment,Carglass,Tekniker,Helsingborg,Mellanstor stad,facebook,1,0,0,0,74195,1053,3560.0,15,1.4192331019610485,Low,3.3808167141500474,Low,237.33333333333334,70.2,29.578651685393258
120204477766330026,Carglass - Bilglastekniker till Carglass® Sundsvall - Sundsvall - Boost Auto - Position ID: (50204) - AGNES,Recruitment,Carglass,Tekniker,Sundsvall,Liten stad,facebook,1,0,0,0,92311,1169,3560.0,15,1.266371288362167,Low,3.0453378956372967,Low,237.33333333333334,77.93333333333334,32.83707865168539
120211355850250026,Carglass - Bilglastekniker till Carglass® Hammarby - Stockholm - Boost Auto - Position ID (54679) - SIMON,Recruitment,Carglass,Tekniker,Stockholm,Stor stad,facebook,1,0,0,0,67053,835,3560.0,15,1.2452835816443708,Low,4.263473053892215,Low,237.33333333333334,55.666666666666664,23.45505617977528
120204261643860179,Home of Recruitment (PTS) - HR-partner/HR-specialist till PTS - Stockholm - Boost - Teamtailor ID (3582682) - MOA,Recruitment,Home of Recruitment (PTS),Specialist,Stockholm,Stor stad,facebook,1,0,0,0,79907,2509,3560.0,14,3.139900133905665,High,1.4188919888401752,Very Low,254.28571428571428,179.21428571428572,70.47752808988764
120201582691510026,Carglass - Bilglastekniker till Carglass® Kista - Kista - Boost Auto - Position ID: (49087) - LINNEA,Recruitment,Carglass,Tekniker,Kista,Liten stad,facebook,1,0,0,0,31962,456,3560.0,15,1.426694199361742,Low,7.80701754385965,Medium,237.33333333333334,30.4,12.808988764044942
120200587044220026,Carglass - Bilglastekniker till Carglass® Falun - Falun - Boost Auto - Position ID: (48338) - MOA,Recruitment,Carglass,Tekniker,Falun,Liten stad,facebook,1,0,0,0,59054,994,3560.0,15,1.6832052020184916,Low,3.5814889336016096,Low,237.33333333333334,66.26666666666667,27.921348314606742
120201372537940026,Carglass - Bilglastekniker till Carglass® Arlanda - Arlanda - Boost Auto - Position ID: (48831) - MOA,Recruitment,Carglass,Tekniker,Unknown,Unknown,facebook,1,0,0,0,40867,586,3560.0,15,1.4339197885824748,Low,6.075085324232082,Medium,237.33333333333334,39.06666666666667,16.46067415730337
